ID	Sentence	AG	US	GRP	OTHER	OPP	SELF	WMN
1114	TRUMP : I said , there 's a person with a temperament that 's got a problem .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1115	HOLT : Secretary Clinton ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1116	CLINTON : Whew , OK .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1117	CLINTON : Let 's talk about two important issues that were briefly mentioned by Donald , first , NATO .	NONE	NONE	GRP-neutral	NONE	OPP-neutral	NONE	NONE
1118	CLINTON : You know , NATO as a military alliance has something called Article 5 , and basically it says this : An attack on one is an attack on all .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1119	CLINTON : And you know the only time it 's ever been invoked ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1120	CLINTON : After 09. Nov , when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism , something that they still are doing by our side .	NONE	NONE	GRP-positive	OTHER-negative	NONE	NONE	NONE
1121	CLINTON : With respect to Iran , when I became secretary of state , Iran was weeks away from having enough nuclear material to form a bomb .	NONE	US-neutral	GRP-negative	NONE	NONE	SELF-neutral	NONE
1122	CLINTON : They had mastered the nuclear fuel cycle under the Bush administration .	NONE	US-negative	GRP-neutral	OTHER-neutral	NONE	NONE	NONE
1123	CLINTON : They had built covert facilities .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1124	CLINTON : They had stocked them with centrifuges that were whirling away .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1125	CLINTON : And we had sanctioned them .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1126	CLINTON : I voted for every sanction against Iran when I was in the Senate , but it was n't enough .	NONE	US-neutral	GRP-negative	NONE	NONE	SELF-positive	NONE
1127	CLINTON : So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran .	NONE	NONE	GRP-negative	NONE	NONE	SELF-neutral	NONE
1128	CLINTON : And we did drive them to the negotiating table .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
1129	CLINTON : And my successor , John Kerry , and President Obama got a deal that put a lid on Iran 's nuclear program without firing a single shot .	NONE	US-positive	GRP-neutral	NONE	NONE	NONE	NONE
1130	CLINTON : That 's diplomacy .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1131	CLINTON : That 's coalition-building .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1132	CLINTON : That 's working with other nations .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1133	CLINTON : The other day , I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran , and they were taunting American sailors who were on a nearby ship .	NONE	US-neutral	GRP-neutral	NONE	OPP-neutral	SELF-neutral	NONE
1134	CLINTON : He said , you know , if they taunted our sailors , I 'd blow them out of the water and start another war .	NONE	US-neutral	NONE	OTHER-neutral	OPP-neutral	NONE	NONE
1135	CLINTON : That 's not good judgment .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1136	TRUMP : That would not start a war .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1137	CLINTON : That is not the right temperament to be commander-in-chief , to be taunted .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1138	CLINTON : And the worst part ...	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1139	TRUMP : No, they were taunting us .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1140	CLINTON : ... of what we heard Donald say has been about nuclear weapons .	NONE	NONE	NONE	OTHER-neutral	OPP-neutral	NONE	NONE
1141	CLINTON : He has said repeatedly that he did n't care if other nations got nuclear weapons , Japan , South Korea , even Saudi Arabia .	NONE	NONE	GRP-neutral	OTHER-neutral	OPP-negative	NONE	NONE
1142	CLINTON : It has been the policy of the United States , Democrats and Republicans , to do everything we could to reduce the proliferation of nuclear weapons .	NONE	US-neutral	NONE	OTHER-neutral	NONE	NONE	NONE
1143	CLINTON : He even said , well , you know , if there were nuclear war in East Asia , well , you know , that 's fine ...	NONE	NONE	GRP-neutral	OTHER-neutral	OPP-negative	NONE	NONE
1144	TRUMP : Wrong .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1145	CLINTON : ... have a good time , folks .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1146	TRUMP : It 's lies .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1147	CLINTON : And , in fact , his cavalier attitude about nuclear weapons is so deeply troubling .	NONE	NONE	NONE	OTHER-neutral	OPP-negative	NONE	NONE
1148	CLINTON : That is the number-one threat we face in the world .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1149	CLINTON : And it becomes particularly threatening if terrorists ever get their hands on any nuclear material .	NONE	NONE	GRP-negative	OTHER-negative	NONE	NONE	NONE
1150	CLINTON : So a man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes , as far as I think anyone with any sense about this should be concerned .	NONE	NONE	NONE	OTHER-neutral	OPP-negative	SELF-neutral	NONE
1151	TRUMP : That line 's getting a little bit old , I must say .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1152	TRUMP : I would like to ...	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1153	CLINTON : It 's a good one , though .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
1154	CLINTON : It well describes the problem .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
1155	TRUMP : It 's not an accurate one at all .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1156	TRUMP : It 's not an accurate one .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1157	TRUMP : So I just want to give a lot of things - and just to respond .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
1158	TRUMP : I agree with her on one thing .	NONE	NONE	NONE	NONE	OPP-positive	SELF-neutral	NONE
1159	TRUMP : The single greatest problem the world has is nuclear armament , nuclear weapons , not global warming , like you think and your - your president thinks .	NONE	US-negative	NONE	OTHER-negative	OPP-negative	NONE	NONE
1160	TRUMP : Nuclear is the single greatest threat .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1161	TRUMP : Just to go down the list , we defend Japan , we defend Germany , we defend South Korea , we defend Saudi Arabia , we defend countries .	NONE	US-positive	GRP-neutral	NONE	NONE	NONE	NONE
1162	TRUMP : They do not pay us .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1163	TRUMP : But they should be paying us , because we are providing tremendous service and we 're losing a fortune .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
1164	TRUMP : That 's why we 're losing - we 're losing - we lose on everything .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
1165	TRUMP : I say , who makes these - we lose on everything .	NONE	US-negative	NONE	NONE	NONE	SELF-neutral	NONE
1166	TRUMP : All I said , that it 's very possible that if they do n't pay a fair share , because this is n't 40 years ago where we could do what we 're doing .	NONE	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
1167	TRUMP : We ca n't defend Japan , a behemoth , selling us cars by the million ...	NONE	US-neutral	GRP-negative	NONE	NONE	NONE	NONE
1168	HOLT : We need to move on .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1169	TRUMP : Well , wait , but it 's very important .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1170	TRUMP : All I said was , they may have to defend themselves or they have to help us out .	NONE	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
1171	TRUMP : We 're a country that owes $ 20 trillion .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
1172	TRUMP : They have to help us out .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1173	HOLT : Our last ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1174	TRUMP : As far as the nuclear is concerned , I agree .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
1175	TRUMP : It is the single greatest threat that this country has .	NONE	US-neutral	NONE	OTHER-negative	NONE	NONE	NONE
1176	HOLT : Which leads to my next question , as we enter our last segment here on the , still on the subject of securing America .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1177	HOLT : On nuclear weapons , President Obama reportedly considered changing the nation 's longstanding policy on first use .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1178	HOLT : Do you support the current policy ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1179	HOLT : Mr. Trump , you have two minutes on that .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1180	TRUMP : Well , I have to say that , you know , for what Secretary Clinton was saying about nuclear with Russia , she 's very cavalier in the way she talks about various countries .	NONE	NONE	GRP-neutral	OTHER-neutral	OPP-neutral	NONE	NONE
1181	TRUMP : But Russia has been expanding their - they have a much newer capability than we do .	NONE	US-negative	GRP-positive	NONE	NONE	NONE	NONE
1182	TRUMP : We have not been updating from the new standpoint .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
1183	TRUMP : I looked the other night .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1184	TRUMP : I was seeing B-52s , they 're old enough that your father , your grandfather could be flying them .	NONE	US-negative	NONE	NONE	NONE	SELF-neutral	NONE
1185	TRUMP : We are not - we are not keeping up with other countries .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
1186	TRUMP : I would like everybody to end it , just get rid of it .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1187	TRUMP : But I would certainly not do first strike .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1188	TRUMP : I think that once the nuclear alternative happens , it 's over .	NONE	NONE	NONE	OTHER-negative	NONE	SELF-neutral	NONE
1189	TRUMP : At the same time , we have to be prepared .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
1190	TRUMP : I ca n't take anything off the table .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1191	TRUMP : Because you look at some of these countries , you look at North Korea , we 're doing nothing there .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
1192	TRUMP : China should solve that problem for us .	NONE	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
1193	TRUMP : China should go into North Korea .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1194	TRUMP : China is totally powerful as it relates to North Korea .	NONE	NONE	GRP-positive	NONE	NONE	NONE	NONE
1195	TRUMP : And by the way , another one powerful is the worst deal I think I 've ever seen negotiated that you started is the Iran deal .	NONE	NONE	GRP-neutral	NONE	OPP-negative	SELF-neutral	NONE
1196	TRUMP : Iran is one of their biggest trading partners .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1197	TRUMP : Iran has power over North Korea .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1198	TRUMP : And when they made that horrible deal with Iran , they should have included the fact that they do something with respect to North Korea .	NONE	US-negative	GRP-negative	NONE	NONE	NONE	NONE
1199	TRUMP : And they should have done something with respect to Yemen and all these other places .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
1200	TRUMP : And when asked to Secretary Kerry , why did n't you do that ?	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1201	TRUMP : Why did n't you add other things into the deal ?	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1202	TRUMP : One of the great giveaways of all time , of all time , including $ 400 million in cash .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1203	TRUMP : Nobody 's ever seen that before .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1204	TRUMP : That turned out to be wrong .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1205	TRUMP : It was actually $ 01. Jul billion in cash , obviously , I guess for the hostages .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1206	TRUMP : It certainly looks that way .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1207	TRUMP : So you say to yourself , why did n't they make the right deal ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1208	TRUMP : This is one of the worst deals ever made by any country in history .	NONE	NONE	GRP-neutral	OTHER-negative	NONE	NONE	NONE
1209	TRUMP : The deal with Iran will lead to nuclear problems .	NONE	NONE	GRP-negative	OTHER-negative	NONE	NONE	NONE
1210	TRUMP : All they have to do is sit back 10 years , and they do n't have to do much .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1211	HOLT : Your two minutes is expired .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1212	TRUMP : And they 're going to end up getting nuclear .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1213	TRUMP : I met with Bibi Netanyahu the other day .	NONE	NONE	GRP-neutral	NONE	NONE	SELF-neutral	NONE
1214	TRUMP : Believe me , he 's not a happy camper .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1215	HOLT : All right .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1216	HOLT : Mrs. Clinton , Secretary Clinton , you have two minutes .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1217	CLINTON : Well , let me - let me start by saying , words matter .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1218	CLINTON : Words matter when you run for president .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1219	CLINTON : And they really matter when you are president .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1220	CLINTON : And I want to reassure our allies in Japan and South Korea and elsewhere that we have mutual defense treaties and we will honor them .	AG-neutral	US-positive	GRP-neutral	NONE	NONE	SELF-neutral	NONE
1221	CLINTON : It is essential that America 's word be good .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
1222	CLINTON : And so I know that this campaign has caused some questioning and worries on the part of many leaders across the globe .	NONE	NONE	GRP-neutral	NONE	NONE	SELF-neutral	NONE
1223	CLINTON : I 've talked with a number of them .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1224	CLINTON : But I want to - on behalf of myself , and I think on behalf of a majority of the American people , say that , you know , our word is good .	NONE	US-positive	NONE	NONE	NONE	SELF-neutral	NONE
1225	CLINTON : It 's also important that we look at the entire global situation .	AG-neutral	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1226	CLINTON : There 's no doubt that we have other problems with Iran .	NONE	US-negative	GRP-negative	NONE	NONE	NONE	NONE
1227	CLINTON : But personally , I 'd rather deal with the other problems having put that lid on their nuclear program than still to be facing that .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
1228	CLINTON : And Donald never tells you what he would do .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1229	CLINTON : Would he have started a war ?	NONE	NONE	NONE	OTHER-neutral	OPP-neutral	NONE	NONE
1230	CLINTON : Would he have bombed Iran ?	NONE	NONE	GRP-neutral	NONE	OPP-neutral	NONE	NONE
1231	CLINTON : If he 's going to criticize a deal that has been very successful in giving us access to Iranian facilities that we never had before , then he should tell us what his alternative would be .	NONE	US-positive	GRP-neutral	NONE	OPP-negative	NONE	NONE
1232	CLINTON : But it 's like his plan to defeat ISIS.	NONE	NONE	GRP-neutral	NONE	OPP-neutral	NONE	NONE
1233	CLINTON : He says it 's a secret plan , but the only secret is that he has no plan .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1234	CLINTON : So we need to be more precise in how we talk about these issues .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
1235	CLINTON : People around the word follow our presidential campaigns so closely , trying to get hints about what we will do .	NONE	US-neutral	NONE	OTHER-neutral	NONE	NONE	NONE
1236	CLINTON : Can they rely on us ?	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1237	CLINTON : Are we going to lead the world with strength and in accordance with our values ?	NONE	US-neutral	NONE	OTHER-neutral	NONE	NONE	NONE
1238	CLINTON : That 's what I intend to do .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1239	CLINTON : I intend to be a leader of our country that people can count on , both here at home and around the world , to make decisions that will further peace and prosperity , but also stand up to bullies , whether they 're abroad or at home .	AG-positive	US-positive	NONE	NONE	NONE	SELF-positive	NONE
1240	CLINTON : We cannot let those who would try to destabilize the world to interfere with American interests and security ...	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
1241	HOLT : Your two minutes is ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1242	CLINTON : ... to be given any opportunities at all .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1243	HOLT : ... Is expired .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1244	TRUMP : Lester , one thing I 'd like to say .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1245	HOLT : Very quickly .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1246	HOLT : Twenty seconds .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1247	TRUMP : I will go very quickly .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
1248	TRUMP : But I will tell you that Hillary will tell you to go to her website and read all about how to defeat ISIS , which she could have defeated by never having it , you know , get going in the first place .	NONE	NONE	GRP-neutral	NONE	OPP-negative	SELF-neutral	NONE
1249	TRUMP : Right now , it 's getting tougher and tougher to defeat them , because they 're in more and more places , more and more states , more and more nations .	NONE	NONE	GRP-neutral	OTHER-negative	NONE	NONE	NONE
1250	HOLT : Mr. Trump ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1251	TRUMP : And it 's a big problem .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1252	TRUMP : And as far as Japan is concerned , I want to help all of our allies , but we are losing billions and billions of dollars .	NONE	US-negative	GRP-neutral	NONE	NONE	SELF-positive	NONE
1253	TRUMP : We cannot be the policemen of the world .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
1254	TRUMP : We cannot protect countries all over the world ...	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
1255	HOLT : We have just ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1256	TRUMP : ... where they 're not paying us what we need .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1257	HOLT : We have just a few final questions ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1258	TRUMP : And she does n't say that , because she 's got no business ability .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1259	TRUMP : We need heart .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1260	TRUMP : We need a lot of things .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1261	TRUMP : But you have to have some basic ability .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1262	TRUMP : And sadly , she does n't have that .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1263	TRUMP : All of the things that she 's talking about could have been taken care of during the last 10 years , let 's say , while she had great power .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1264	TRUMP : But they were n't taken care of .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1265	TRUMP : And if she ever wins this race , they wo n't be taken care of .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1266	HOLT : Mr. Trump , this year Secretary Clinton became the first woman nominated for president by a major party .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1267	HOLT : Earlier this month , you said she does n't have , quote , " a presidential look . "	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1268	HOLT : She 's standing here right now .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1269	HOLT : What did you mean by that ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1270	TRUMP : She does n't have the look .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1271	TRUMP : She does n't have the stamina .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1272	TRUMP : I said she does n't have the stamina .	NONE	NONE	NONE	NONE	OPP-negative	SELF-neutral	NONE
1273	TRUMP : And I do n't believe she does have the stamina .	NONE	NONE	NONE	NONE	OPP-negative	SELF-neutral	NONE
1274	TRUMP : To be president of this country , you need tremendous stamina .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1275	HOLT : The quote was , " I just do n't think she has the presidential look . "	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1276	TRUMP : You have - wait a minute .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1277	TRUMP : Wait a minute , Lester .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1278	TRUMP : You asked me a question .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1279	TRUMP : Did you ask me a question ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1280	TRUMP : You have to be able to negotiate our trade deals .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1281	TRUMP : You have to be able to negotiate , that 's right , with Japan , with Saudi Arabia .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
1282	TRUMP : I mean , can you imagine , we 're defending Saudi Arabia ?	NONE	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
1283	TRUMP : And with all of the money they have , we 're defending them , and they 're not paying ?	NONE	US-positive	NONE	OTHER-negative	NONE	NONE	NONE
1284	TRUMP : All you have to do is speak to them .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1285	TRUMP : Wait .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1286	TRUMP : You have so many different things you have to be able to do , and I do n't believe that Hillary has the stamina .	NONE	NONE	NONE	NONE	OPP-negative	SELF-neutral	NONE
1287	HOLT : Let 's let her respond .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1288	CLINTON : Well , as soon as he travels to 112 countries and negotiates a peace deal , a cease-fire , a release of dissidents , an opening of new opportunities in nations around the world , or even spends 11 hours testifying in front of a congressional committee , he can talk to me about stamina .	NONE	NONE	GRP-neutral	NONE	OPP-negative	SELF-positive	NONE
1289	TRUMP : The world - let me tell you .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1290	TRUMP : Let me tell you .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1291	TRUMP : Hillary has experience , but it 's bad experience .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1292	TRUMP : We have made so many bad deals during the last - so she 's got experience , that I agree .	NONE	US-negative	NONE	NONE	OPP-neutral	SELF-neutral	NONE
1293	TRUMP : But it 's bad , bad experience .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1294	TRUMP : Whether it 's the Iran deal that you 're so in love with , where we gave them $ 150 billion back , whether it 's the Iran deal , whether it 's anything you can - name - you almost ca n't name a good deal .	NONE	US-negative	GRP-negative	NONE	OPP-negative	NONE	NONE
1295	TRUMP : I agree .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1296	TRUMP : She 's got experience , but it 's bad experience .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1297	TRUMP : And this country ca n't afford to have another four years of that kind of experience .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
1298	HOLT : We are at - we are at the final question .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1299	CLINTON : Well , one thing .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1300	CLINTON : One thing , Lester .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1301	HOLT : Very quickly , because we 're at the final question now .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1302	CLINTON : You know , he tried to switch from looks to stamina .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1303	CLINTON : But this is a man who has called women pigs , slobs and dogs , and someone who has said pregnancy is an inconvenience to employers , who has said ...	NONE	NONE	NONE	NONE	OPP-negative	NONE	WMN-neutral
1304	TRUMP : I never said that .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1305	CLINTON : ... women do n't deserve equal pay unless they do as good a job as men .	NONE	NONE	NONE	NONE	NONE	NONE	WMN-negative
1306	TRUMP : I did n't say that .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1307	CLINTON : And one of the worst things he said was about a woman in a beauty contest .	NONE	NONE	NONE	OTHER-neutral	OPP-negative	NONE	WMN-neutral
1308	CLINTON : He loves beauty contests , supporting them and hanging around them .	NONE	NONE	NONE	OTHER-neutral	OPP-neutral	NONE	NONE
1309	CLINTON : And he called this woman "  Miss Piggy . "	NONE	NONE	NONE	NONE	OPP-negative	NONE	WMN-neutral
1310	CLINTON : Then he called her " Miss Housekeeping , " because she was Latina .	NONE	NONE	GRP-neutral	NONE	OPP-negative	NONE	WMN-neutral
1311	CLINTON : Donald , she has a name .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1312	TRUMP : Where did you find this ?	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
1313	TRUMP : Where did you find this ?	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
1314	CLINTON : Her name is Alicia Machado .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1315	TRUMP : Where did you find this ?	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
1316	CLINTON : And she has become a U.S. citizen , and you can bet ...	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
1317	TRUMP : Oh , really ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1318	CLINTON : ... she 's going to vote this November .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1319	TRUMP : OK , good .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1320	TRUMP : Let me just tell you ...	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1321	HOLT : Mr. Trump , could we just take 10 seconds and then we ask the final question ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1322	TRUMP : You know , Hillary is hitting me with tremendous commercials .	NONE	NONE	NONE	NONE	OPP-neutral	SELF-neutral	NONE
1323	TRUMP : Some of it 's said in entertainment .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1324	TRUMP : Some of it 's said - somebody who 's been very vicious to me , Rosie O'Donnell , I said very tough things to her , and I think everybody would agree that she deserves it and nobody feels sorry for her .	NONE	NONE	NONE	OTHER-negative	NONE	SELF-neutral	NONE
1325	TRUMP : But you want to know the truth ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
1326	TRUMP : I was going to say something ...	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1327	HOLT : Please very quickly .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
1328	TRUMP : ... extremely rough to Hillary , to her family , and I said to myself , " I ca n't do it .	NONE	NONE	NONE	NONE	OPP-neutral	SELF-neutral	NONE
1329	TRUMP : I just ca n't do it .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1330	TRUMP : It 's inappropriate .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1331	TRUMP : It 's not nice . "	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1332	TRUMP : But she spent hundreds of millions of dollars on negative ads on me , many of which are absolutely untrue .	NONE	NONE	NONE	NONE	OPP-negative	SELF-neutral	NONE
1333	TRUMP : They 're untrue .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1334	TRUMP : And they 're misrepresentations .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
1335	TRUMP : And I will tell you this , Lester : It 's not nice .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1336	TRUMP : And I do n't deserve that .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
1337	TRUMP : But it 's certainly not a nice thing that she 's done .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
1338	TRUMP : It 's hundreds of millions of ads .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
